id,char_id,name,base_hp,stats_1,stats_2,stats_3,stats_4,stats_5,stats_6,background,race,class_starting,class_starting_level,subclass_starting,class_other,subclass_other,total_level,feats,inventory,date_modified,notes_len,gold
467,6237,Ranohk,65,8,13,14,10,15,12,Faction Agent,Human,Druid,12,Circle of the Shepherd,,,12,Lucky/War Caster/Resilient (Constitution),"Studded Leather/Scale Mail/Shield/Earwig/Ant/Spider/Gurkenglas/Obsidian stone/Shoes/Bed roll/Rope (100 feet)/Climbing iron/Sending Shell/Healing elixir/Magische Holztiere (Hags)/Quarterstaff/Backpack/Clothes","Traveler's/Waterskin/Chalk (1 piece)/Herbalism Kit/Rations (1 day)/Clothes","Fine/Figurine of Wondrous Power (Farm Animals)",2022-06-11T00:35:58.51Z,4833,0.0
468,6240,jackdabeast7's Character,12,8,8,15,15,15,8,,Elf,Wizard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
469,6250,Galedur,12,0,0,0,0,0,0,,Dragonborn,Paladin,5,Oath of Devotion,,,5,,,2018-06-29T15:37:47Z,0,0.0
470,6256,Mephistopheles,12,0,0,0,0,0,0,,Tiefling,Cleric,1,Life Domain,,,1,,,2018-06-29T15:37:47Z,0,0.0
471,6270,Garric,82,13,17,15,17,15,11,Sage,Human,Wizard,20,School of Necromancy,,,20,Athlete/Resilient (Dexterity)/Attunement,"Bracers of Defense/Robe of the Archmagi/Staff of the Magi/Staff of the Master Necromancer/Shadowglass Dagger/Quarterstaff/Clothes","Fine/Robes/Spellbook/Scholar's Pack",2022-07-28T17:31:25.12Z,0,0.0
472,6274,Uugu buunu,53,16,9,11,14,11,18,Noble,Half-Orc,Ranger,2,,Rogue/Wizard,Thief/School of Evocation,14,Grappler,,2018-06-29T15:37:47Z,0,0.0
473,6278,Andis Vinte,15,15,10,14,9,17,6,Soldier,Human,Cleric,2,Life Domain,,,2,,"Shield/Chain Mail/Handaxe/Warhammer/Healer's Kit/Rope","Silk (50 feet)/Explorer's Pack",2018-06-29T15:37:47Z,0,0.0
474,6286,Noah Argents,12,8,15,13,14,10,12,,Aarakocra,Rogue,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
475,6291,Samthelamb99's Character,35,12,17,13,11,13,10,Sage,Half-Elf,Monk,6,Way of the Open Hand,,,6,,,2018-06-29T15:37:47Z,0,0.0
476,6294,"Theodorin ""IronWolf"" Menthivshrrg (Son of Wolf)",53,14,12,15,14,15,12,Hermit,Dwarf,Druid,8,Circle of the Land (Forest),Cleric,Tempest Domain,10,Keen Mind/War Caster,"Brooch of Shielding/Deck of Illusions/Headband of Intellect/Horn of Blasting/Potion of Poison/Wand of Secrets/Potion of Healing (Greater)/Spell Scroll (1st Level)/Spell Scroll (2nd Level)/Staff of Defense/Pipe of Smoke Monsters/Cloak of Entanglement/Holy Symbol of Berronar/Explorer's Pack/Holy Water (flask)/Handaxe/Shield/Rope","Hempen (50 feet)/Scimitar/Leather/Backpack/Bedroll/Mess Kit/Tinderbox/Torch/Rations (1 day)/Waterskin/Wooden Staff/Blanket/Clothes","Common/Herbalism Kit/Alchemist's Supplies/Shortsword/Shortsword/Flask or Tankard/Potion of Healing/Periapt of Wild Shape/Scroll of Comprehend Languages/Sending stone",2021-07-14T16:10:59Z,2987,66.0
477,6305,Assen,12,15,0,14,0,0,0,,Dragonborn,Fighter,5,Champion,,,5,,,2018-06-29T15:37:47Z,0,0.0
478,6307,Talehot,12,10,12,12,13,11,15,Acolyte,Half-Elf,Warlock,3,,,,3,,"Leather/Dagger/Dagger/Quarterstaff/Crossbow","light/Crossbow Bolts/Component Pouch/Scholar's Pack",2018-06-29T15:37:47Z,4,145.0
479,6308,vinibiso's Character,12,16,12,10,6,8,12,Soldier,Half-Elf,Paladin,3,Oath of Devotion,,,3,,,2018-06-29T15:37:47Z,0,0.0
480,6310,Roterica,12,10,12,13,14,15,8,Sage,Dwarf,Druid,8,,,,8,,"Armor of Cold Resistance","Hide/Quarterstaff","+1",2018-06-29T15:37:47Z,0,0.0
481,6316,Wizrobe,12,0,0,0,0,0,0,,Human,Wizard,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
482,6317,Cornelis Bloom,62,8,15,10,15,13,10,Sage,Gnome,Wizard,15,Order of Scribes (archived),,,15,,Bag of Holding/Hat of Disguise/Hat of saint gideon (Working Copy)/Amethyst Lodestone/Lodestone Scarab/Crystal/Spellbook/Ink (1 ounce bottle)/Ink Pen,2022-09-01T11:50:20.913Z,0,0.0
483,6319,Vamperious's Character,12,0,0,0,0,0,0,,Human,Wizard,15,,,,15,,,2018-06-29T15:37:47Z,0,0.0
484,6320,Rick,12,14,13,12,10,15,8,Soldier,Dwarf,Cleric,1,Life Domain,,,1,,"Shield/Chain Mail/Light Hammer/Warhammer/Warhammer/Backpack/Blanket/Candle/Clothes","Common/Rations (1 day)/Tinderbox/Waterskin/Smith's Tools/Alms Box/Block of Incense/Censer/Vestments/Emblem/Playing Card Set",2018-06-29T15:37:47Z,19,70.0
485,6336,Flint,13,8,14,14,10,15,10,Criminal / Spy,Kenku,Druid,2,,,,2,,"Leather/Shortbow/Scimitar/Backpack/Bedroll/Clothes","Common/Crowbar/Mess Kit/Rations (1 day)/Rope","Hempen (50 feet)/Tinderbox/Torch/Waterskin/Wooden Staff",2019-11-22T08:33:26.773Z,0,15.0
486,6337,LexTP's Character,12,0,0,0,0,0,0,,Human,Ranger,5,Hunter,,,5,Grappler,,2018-06-29T15:37:47Z,0,0.0
487,6340,Taran,12,8,15,14,13,10,12,Criminal / Spy,Halfling,Rogue,5,,Bard,College of Lore,8,,,2018-06-29T15:37:47Z,0,0.0
488,6341,Fernando,12,15,12,12,11,13,16,Sage,Half-Elf,Paladin,3,Oath of Devotion,,,3,,"Shield","+1/Chain Mail","+1/Mace/Morningstar/Bedroll/Rope","Hempen (50 feet)/Tinderbox/Waterskin/Lute/Amulet",2018-06-29T15:37:47Z,13,67.0
489,6345,Angelina,56,8,9,15,12,13,11,Acolyte,Human,Wizard,11,School of Evocation,,,11,Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
490,6350,Jak Ironmark,12,0,18,0,0,0,0,,Human,Rogue,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
491,6370,Arden Pavaliir,38,8,16,15,17,10,13,Entertainer,Elf,Rogue,7,Thief,,,7,,"Sneaky Dagger","+1/Leather/Chain Shirt/Dagger/Dagger/Rapier/Longbow/Arrows/Clothes","Costume/Explorer's Pack/Thieves' Tools/Lute",2018-06-29T21:45:54.657Z,493,129.99
492,6376,Eldon Underfoot,12,10,15,13,8,14,12,Soldier,Halfling,Monk,7,Way of the Open Hand,,,7,,Spear,2018-06-29T15:37:47Z,0,0.0
493,6377,Guill's Character,12,10,15,14,12,13,8,Criminal / Spy,Tiefling,Ranger,1,,,,1,,Leather,2018-06-29T15:37:47Z,0,0.0
494,6379,Nox Evermillion,41,10,17,12,8,15,16,Criminal / Spy,Feral Tiefling,Monk,8,Way of the Four Elements,,,8,Mobile,Ring of Mind Shielding/Potion of Healing (Greater)/Vicious Shortsword/Potion of Healing/Explorer's Pack/Playing Card Set/Thieves' Tools/Flute,2019-02-10T18:43:43.83Z,95,22.0
495,6381,Sam Rivershield,21,12,14,13,12,14,8,,Human,Ranger,3,Hunter,,,3,,Scale Mail/Shield/Dagger/Shortsword/Longbow/Arrows/Dungeoneer's Pack,2018-06-29T15:37:47Z,0,230.51
496,6386,Braennora,12,10,12,13,8,14,15,,Half-Elf,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
497,6387,Ignacio Valdez,8,15,13,14,8,12,10,Gladiator,Human,Cleric,1,Light Domain,,,1,Tavern Brawler,"Blessing of Annam/Blessing of Stronmaus/Scale Mail/Shield/Mace/Mace/Whip/Backpack/Blanket/Candle/Clothes","Costume/Rations (1 day)/Tinderbox/Alms Box/Block of Incense/Censer/Vestments/Waterskin/Holy Symbol",2021-07-11T19:40:05.21Z,13,15.0
498,6394,Gandalf's Character,12,12,15,14,13,10,8,Noble,Elf,Wizard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
499,6395,Aranil,12,16,14,12,10,10,9,,Elf,Ranger,3,,,,3,,,2018-06-29T15:37:47Z,0,0.0
500,6406,Yasin,12,14,15,13,10,8,12,Noble,Half-Elf,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
501,6407,revnant's Character,12,8,12,10,14,13,15,Criminal / Spy,Tiefling,Warlock,1,The Fiend,,,1,,"Leather/Dagger/Dagger/Mace/Crossbow","light",2018-06-29T15:37:47Z,12,0.0
502,6410,Thorak,12,14,15,13,10,8,12,Soldier,Goliath,Barbarian,1,,,,1,,"Flail/Hammer","Sledge",2018-06-29T15:37:47Z,0,0.0
503,6412,ragnar,12,13,15,12,8,12,8,,Elf,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
504,6419,E'lir Remy Lightfinger,12,12,18,16,13,14,18,Folk Hero,Half-Elf,Bard,1,,,,1,,,2018-06-29T15:37:47Z,2353,0.0
505,6422,Edmundo,8,0,0,0,0,0,0,Folk Hero,Human,Bard,1,,,,1,,"Leather/Dagger/Greatclub/Backpack/Bedroll/Candle/Clothes","Common/Clothes","Costume/Pot","Iron/Rations (1 day)/Shovel/Waterskin/Disguise Kit/Lute",2018-06-30T06:21:47.45Z,0,10.0
506,6428,Tarhun Delmirev,12,10,14,15,14,13,15,Noble,Dragonborn,Bard,8,College of Lore,Cleric,Life Domain,9,,"Studded Leather/Shield/Longsword/Crossbow","light/Drum/Viol",2022-08-21T18:53:35.013Z,6566,0.0
507,6442,Zinquinal,12,7,14,13,13,11,3,Noble,Human,Warlock,3,The Fiend,,,3,Grappler,,2018-06-29T15:37:47Z,0,0.0
508,6443,Quartzblade's Character,12,0,0,0,0,0,0,,Human,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
509,6445,Baryver,12,8,15,14,10,12,13,Criminal / Spy,Human,Fighter,1,,,,1,,Rapier,2018-06-29T15:37:47Z,0,0.0
510,6449,jqmfg1's Character,12,0,0,0,0,0,0,,Elf,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
511,6454,The_Abominable_DM's Character,12,8,14,12,15,14,8,Noble,Human,Wizard,1,,,,1,,Alchemist's Fire (flask),2018-06-29T15:37:47Z,0,0.0
512,6455,Fordroc Embersheild,62,8,14,14,12,8,15,Charlatan,Dragonborn,Bard,11,College of Lore,Sorcerer,Draconic Bloodline,12,,"Book/Ink (1 ounce bottle)/Ink Pen/Parchment (one sheet)/Backpack/Clothes","Common/Spellbook/Little Bag of Sand/Small Knife",2018-09-15T05:54:46.813Z,0,10.0
513,6460,Ailwin Orixidor,12,8,14,10,11,10,13,Noble,Elf,Ranger,1,,,,1,,Leather/Shortsword/Shortsword/Longbow/Arrows/Explorer's Pack,2018-06-29T15:37:47Z,929,0.0
514,6474,SomeBeardieGeordie's Character,12,0,0,0,0,0,0,,Dwarf,Fighter,5,Champion,,,5,Grappler,,2018-06-29T15:37:47Z,0,0.0
515,6477,FireWitch91's Character,12,0,0,0,0,0,0,,Human,Rogue,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
516,6482,Trexorb,160,18,18,18,18,18,18,Acolyte,Human,Cleric,20,Life Domain,,,20,Grappler/Svirfneblin Magic,Armor of Invulnerability/Holy Avenger Longsword,2018-06-29T15:37:47Z,0,200.0
517,6484,Cecil,103,13,15,13,13,11,13,Acolyte,Human,Monk,20,Way of the Open Hand,,,20,,Boots of Speed/Bracers of Defense/Cloak of Protection/Fists of Fury/Shortsword/Barrel/Explorer's Pack/Alchemist's Supplies,2018-06-29T15:37:47Z,0,0.0
518,6503,Thyvir,12,8,10,12,15,13,14,,Tiefling,Cleric,1,Life Domain,,,1,,,2018-06-29T15:37:47Z,0,0.0
519,6505,Pimace,36,12,12,3,14,8,12,Acolyte,Elf,Cleric,5,Life Domain,,,5,,,2020-07-08T16:36:12Z,0,0.0
520,6507,Caligula,12,10,15,13,13,10,12,Soldier,Human,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
521,6511,Kierren Quintin Adole III first of his name and leader of the party,12,0,0,0,0,0,0,,Elf,Cleric,6,,,,6,,,2018-06-29T15:37:47Z,0,0.0
522,6513,Silas Bladewhisk,12,12,18,14,10,9,18,Acolyte,Human,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
523,6514,Braig,12,8,15,10,8,15,14,Folk Hero,Human,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
524,6519,Arcas Lykaois Tianus,12,12,14,9,19,16,11,Sage,Human,Wizard,8,,,,8,,,2021-12-26T22:31:33.523Z,0,0.0
525,6525,Daeqen,12,14,11,14,10,12,12,Soldier,Dragonborn,Fighter,1,,,,1,,"Shield/Chain Mail/Dagger/Crossbow","light/Greatsword/Shortsword/Crossbow Bolts/Clothes","Common/Dungeoneer's Pack/Dice Set",2018-06-29T15:37:47Z,48,10.0
526,6532,Jebediah Lackman,12,13,15,14,10,12,8,Folk Hero,Human,Fighter,3,Battle Master,,,3,,"Longsword","+1/Studded Leather/Crossbow","light/Greatsword/Longbow/Backpack/Bedroll/Clothes","Common/Mess Kit/Pot","Iron/Pouch/Rations (1 day)/Shovel/Tinderbox/Torch/Waterskin/Carpenter's Tools",2020-03-30T16:44:27.537Z,1139,0.0
527,6535,devigel_67's Character,12,10,10,10,10,14,15,,Elf,Warlock,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
528,6537,Rumble,101,13,8,12,5,7,16,Folk Hero,Dwarf,Ranger,14,Hunter,,,14,Grappler/Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
529,6566,Nina littlefoot,12,0,0,0,0,0,0,,Halfling,Cleric,7,Trickery Domain,,,7,Sentinel,,2018-06-29T15:37:47Z,0,0.0
530,6569,Ezelmar Goldshield,12,0,0,0,0,0,0,Noble,Human,Rogue,1,,,,1,,Studded Leather/Rapier,2018-06-29T15:37:47Z,0,0.0
531,6581,Jim,12,8,14,13,15,10,12,,Human,Wizard,1,,,,1,Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
532,6584,Crimdahl Aldaveil ,70,17,13,17,10,15,18,Acolyte,Half-Elf,Paladin,11,Oath of Devotion,,,11,War Caster/Resilient (Constitution),Shield of Missile Attraction/Adamantine Plate/Defender Longsword/Book of Exalted Deeds/Shield/Javelin/Explorer's Pack/Reliquary,2021-01-06T03:18:09Z,21,2500.0
533,6596,The Dude,12,15,16,15,11,16,14,Folk Hero,Human,Monk,1,,,,1,,,2018-07-13T02:10:13.413Z,0,0.0
534,6601,Muldain,12,15,13,14,8,12,10,Soldier,Human,Fighter,1,,,,1,,Shield/Chain Mail/Longsword/Longbow,2018-06-29T15:37:47Z,0,0.0
535,6604,Thaddeus Hammerlock,121,17,9,13,10,13,11,Noble,Human,Paladin,20,Oath of Vengeance,,,20,Diplomat,"Boots of Striding and Springing/Crystal Ball/Chain Mail","+1/Potion of Healing (Greater)/Potion of Healing (Superior)/Potion of Fire Resistance/Shortsword","+1/Moon Blade/Shield of Esanihen's Protection/Scarf of Semi-Reliable Invisbility/Moonrise","the Sword of Esanihen's Judgment/Explorer's Pack",2020-12-23T06:04:03Z,1760,1184.0
536,6612,Falk Thunderrunner,78,10,3,13,8,18,16,Criminal / Spy,Human,Sorcerer,9,Draconic Bloodline,Fighter,Champion,20,Grappler/Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
537,6615,Felda,22,8,5,3,12,14,14,Folk Hero,Gnome,Monk,8,Way of the Open Hand,,,8,,,2018-06-29T15:37:47Z,0,0.0
538,6617,bodjo's Character,12,10,16,14,7,12,14,Sage,Dwarf,Bard,2,,Monk,Way of the Open Hand,6,,,2018-06-29T15:37:47Z,0,0.0
539,6626,Hendirk Jendyr,12,13,16,11,16,15,15,Noble,Elf,Ranger,1,,,,1,,Studded Leather/Rapier/Longbow,2018-06-29T15:37:47Z,0,0.0
540,6628,Ilewalyn,12,8,12,14,15,13,10,Noble,Genasi,Wizard,10,School of Evocation,,,10,,,2018-06-29T15:37:47Z,0,0.0
541,6638,Cora Hiltople,12,13,14,15,8,12,10,Folk Hero,Halfling,Fighter,1,,Barbarian,,2,,Studded Leather/Shortbow/Shortsword/Shortsword/Dungeoneer's Pack,2018-06-29T15:37:47Z,0,9.5
542,6639,Dunlin Rose,8,10,14,12,13,8,15,Sage,Human,Bard,1,,,,1,,Leather/Dagger/Rapier/Potion of Healing/Entertainer's Pack /Lute,2019-01-20T17:54:34.987Z,0,0.0
543,6650,Bromix,30,9,12,13,10,10,17,Hermit,Dragonborn,Sorcerer,7,Draconic Bloodline,,,7,,"Robe of Eyes/Winged Boots/Potion of Healing (Greater)/Cloak of Bromix/Wand of Light Healing/Wand of Scorching Ray/Imbralyn's Restorative Ointment/Dagger/Quarterstaff/Backpack/Bedroll/Blanket/Clothes","Common/Rations (1 day)/Component Pouch/Mess Kit/Tinderbox/Torch/Waterskin/Rope","Hempen (50 feet)/Herbalism Kit",2018-06-29T15:37:47Z,167,3135.0
544,6659,Test Gen,12,15,8,13,10,12,14,Folk Hero,Dragonborn,Paladin,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
545,6664,lambdaeagle's Character,12,13,15,14,10,12,8,Folk Hero,Elf,Ranger,1,,,,1,,Studded Leather/Longsword,2018-06-29T15:37:47Z,0,0.0
546,6672,Balrin,12,12,14,12,12,13,11,Folk Hero,Half-Elf,Ranger,1,,,,1,,"Scale Mail","+1/Shortbow/Shortsword",2018-06-29T15:37:47Z,0,0.0
547,6685,Bhardus,12,0,0,0,0,0,0,,Gnome,Warlock,5,The Fiend,,,5,Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
548,6698,Arser,84,17,5,3,16,13,9,Soldier,Aarakocra,Monk,20,Way of the Open Hand,,,20,Grappler,,2018-06-29T15:37:47Z,0,0.0
549,6700,Go'lash,12,15,13,14,10,8,12,Gladiator,Half-Orc,Fighter,3,Champion,,,3,,Shield/Chain Mail/Handaxe/Handaxe/Greataxe/Explorer's Pack,2021-03-18T15:18:45Z,73,52.0
550,6710,Kale,12,13,12,14,8,15,10,Acolyte,Genasi,Cleric,1,Life Domain,,,1,,,2018-06-29T15:37:47Z,0,0.0
551,6713,ShogunWolflux's Character,12,0,0,0,0,0,0,,Dwarf,Cleric,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
552,6720,tonyhogan91's Character,12,0,0,0,0,0,0,,Human,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
553,6723,Bwarf,104,16,11,12,13,11,14,Sage,Dwarf,Barbarian,4,Path of the Berserker,Sorcerer/Fighter,Draconic Bloodline/Champion,20,Svirfneblin Magic,,2018-06-29T15:37:47Z,0,0.0
554,6727,One Tusk,12,15,14,14,10,8,14,,Half-Orc,Barbarian,6,,Rogue,,7,,Gauntlets of Ogre Power/Gauntlets of Ogre Power/Dagger/Greataxe/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
555,6732,Firestone Walker,12,15,14,13,8,10,12,Soldier,Human,Barbarian,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
556,6734,Obbi,1,8,0,0,0,0,18,,Halfling,Sorcerer,4,,Bard,,5,,,2018-06-29T15:37:47Z,0,0.0
557,6736,Blake Malem,12,0,0,0,0,0,0,,Human,Fighter,12,,Sorcerer,,16,,,2018-06-29T15:37:47Z,0,0.0
558,6737,Harvey,6,8,13,14,15,10,12,Sage,Gnome,Wizard,20,,,,20,,Quarterstaff/Spellbook/Scholar's Pack/Rod,2018-06-29T15:37:47Z,0,0.0
559,6742,Roka,26,8,14,10,15,12,13,Criminal / Spy,Elf,Wizard,5,School of Illusion,,,5,,Longsword/Abacus/Staff,2018-06-29T15:37:47Z,1979,18.11
560,6745,Jetathor's Character,12,0,0,0,0,0,0,,Human,Monk,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
561,6747,Test ,12,15,10,15,10,12,9,Folk Hero,Human,Fighter,3,Champion,,,3,Grappler,,2018-06-29T15:37:47Z,0,0.0
562,6748,Nyril Galanodel,54,9,16,16,13,11,13,,Elf,Wizard,13,Bladesinging,,,13,,"Dust of Disappearance/Potion of Healing (Greater)/Sending Stones/Call of the Ocean/Studded Leather/Rapier/Crystal/Clothes","Traveler's/Potion of Healing/Spellbook/Scholar's Pack/Navigator's Tools",2022-02-19T01:45:58.103Z,345,577.1
563,6755,Test Barbarian,12,14,13,15,8,10,12,Soldier,Human,Barbarian,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
564,6756,Leroy Drankens,12,15,13,13,8,11,13,Folk Hero,Dwarf,Barbarian,5,Path of the Berserker,,,5,Grappler,"Potion of Healing (Greater)/Shield/Half Plate/Warhammer/Crossbow","heavy/Bedroll/Piton/Potion of Healing/Rope","Hempen (50 feet)/Explorer's Pack",2021-10-20T22:29:03.51Z,0,100.0
565,6757,Torrin Myastan,18,13,8,14,10,15,12,Cloistered Scholar,Dragonborn,Cleric,3,Life Domain,,,3,,"Cloak of Protection/Decanter of Endless Water/Eversmoking Bottle/Wand of Fireballs/Potion of Healing (Superior)/Lightbringer/Magic Tankard/Bahamut's Moonshot/A Master's Grimoire for Passing Rites of the Dead/Shield/Leather/Plate/Dagger/Rapier/Chest/Playing Card Set/Priest's Pack/Holy Symbol/Potion of Healing/Holy Water (flask)/Lute/Horn/Manacles/Ink (1 ounce bottle)/Ink Pen/Case","Map or Scroll/Clothes","Fine/Lamp/Oil (flask)/Paper (one sheet)/Perfume (vial)/Sealing Wax/Soap",2022-11-15T18:10:45.04Z,1540,3000.0
566,6760,Korask,12,12,15,14,10,13,8,Criminal / Spy,Elf,Ranger,1,,,,1,,"Leather/Shortsword/Shortsword/Longbow/Arrows/Clothes","Common/Crowbar/Quiver/Explorer's Pack",2018-06-29T15:37:47Z,0,165.0
567,6761,Wil Hartwood,124,15,10,13,8,10,15,Noble,Human,Paladin,20,Oath of Devotion,,,20,Shield Master/Tough/Resilient (Constitution),"Javelin of Lightning/Manual of Bodily Health/Ring of Free Action/Ring of Spell Storing/Rod of Alertness/Tome of Clear Thought/Tome of Leadership and Influence/Belt of Fire Giant Strength/Holy Avenger Longsword/Plate","+2/Shield","+3/Longsword","+3/Longsword/Warhammer/Javelin/Explorer's Pack",2020-04-12T21:45:43.723Z,0,0.0
568,6763,Galen Armande,12,0,0,0,0,0,0,,Genasi,Warlock,1,The Fiend,,,1,,,2018-06-29T15:37:47Z,0,0.0
569,6768,Thawne of the Wood,12,12,15,13,8,14,10,,Human,Ranger,1,,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
570,6776,Solidaster,8,3,12,12,15,9,15,Criminal / Spy,Human,Cleric,1,Life Domain,,,1,Grappler,,2018-06-29T15:37:47Z,0,0.0
571,6784,Gwynmura,12,8,12,13,14,10,15,Folk Hero,Genasi,Ranger,15,Hunter,Fighter,Champion,20,Grappler,,2018-06-29T15:37:47Z,0,0.0
572,6791,TomCala's Character,12,17,18,12,10,14,8,Folk Hero,Aarakocra,Monk,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
573,6804,MerlynEmrys's Character,12,12,15,15,8,13,8,Soldier,Genasi,Barbarian,1,,,,1,,Shield/Longsword/Handaxe/Handaxe/Javelin/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
574,6805,Del Varis,43,10,16,12,10,15,13,Urchin,Elf,Monk,6,Way of Shadow,Warlock,The Great Old One,8,Fighting Initiate,,2021-04-02T17:55:04Z,0,0.0
575,6807,Glen Yarbrough,16,12,17,16,13,13,18,Sage,Half-Elf,Bard,2,,,,2,,"Leather/Rapier/Ink (1 ounce bottle)/Ink Pen/Clothes","Common/Entertainer's Pack /Lute",2018-06-29T15:37:47Z,75,90.0
576,6812,Tchelu's Character,16,11,15,12,10,14,10,Folk Hero,Elf,Ranger,2,,,,2,,"Oathbow/Armor of Cold Resistance","Leather/Scale Mail/Shortsword/Shortsword/Longbow/Arrows/Backpack/Bedroll/Clothes","Common/Mess Kit/Pot","Iron/Rations (1 day)/Tinderbox/Torch/Waterskin/Rope","Hempen (50 feet)/Carpenter's Tools/Shovel",2021-04-24T02:41:52Z,0,10.0
577,6816,Faeyra,12,12,10,15,14,8,13,Folk Hero,Genasi,Monk,5,Way of the Open Hand,,,5,,,2018-06-29T15:37:47Z,0,0.0
578,6817,Bondelle,12,0,0,0,0,0,0,,Dwarf,Ranger,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
579,6819,pseudomocha's Character,12,0,0,0,0,0,0,,Human,Barbarian,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
580,6820,Waesgeiros,10,13,15,8,8,13,14,Acolyte,Elf,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
581,6825,Quilfyire,12,8,14,14,10,12,14,Criminal / Spy,Elf,Rogue,5,Thief,,,5,,Leather/Dagger/Dagger/Shortbow/Rapier/Dungeoneer's Pack,2021-08-28T02:06:55.157Z,0,0.0
582,6829,Garonir,12,0,0,0,0,0,0,Soldier,Dwarf,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
583,6831,Anderson Silva,12,12,12,12,12,12,12,Acolyte,Human,Cleric,2,Life Domain,Wizard,,4,,"Chain Mail/Quarterstaff/Backpack/Bedroll/Clothes","Traveler's/Mess Kit/Rations (1 day)/Rope","Hempen (50 feet)/Spellbook/Tinderbox/Waterskin",2018-09-12T17:57:46.18Z,0,0.0
584,6832,Korey's Character,87,10,17,15,17,17,14,,Elf,Wizard,14,Bladesinging,Sorcerer/Druid,Storm Sorcery/Circle of the Land (Mountain),20,,Studded Leather/Quarterstaff/Rapier,2021-09-24T00:16:14Z,0,0.0
585,6870,Gormack,12,14,12,16,12,16,10,,Goliath,Druid,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
586,6885,Alfer Grom,12,14,15,13,12,10,8,,Human,Fighter,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
587,6888,Chuurluukku  Sunvaarkriid,56,15,18,16,14,17,18,Mercenary Veteran,Lizardfolk,Rogue,10,Scout,,,10,Durable/Mending Affinity,"Goggles of Night/Slippers of Spider Climbing/Dagger/Dagger/Shortbow/Shortsword/Arrows/Backpack/Ball Bearings (bag of 1,000)/Bedroll/Chalk (1 piece)/Healer's Kit/Mess Kit/Tinderbox/Torch/Rations (1 day)/Waterskin/Rope","Hempen (50 feet)/Thieves' Tools/Dice Set/Signal Whistle/Whetstone/Potion of Healing/Malice (Inhaled)/Pale Tincture (Ingested)",2018-07-18T19:00:52.807Z,82,50.49
588,6900,Boongschnanger's Character,12,0,0,0,0,0,0,,Half-Elf,Bard,9,,,,9,,,2018-06-29T15:37:47Z,0,0.0
589,6911,Athena,120,15,12,13,8,10,14,Folk Hero,Half-Elf,Bard,10,College of Lore,,,10,,Luck Blade Rapier,2018-06-29T15:37:47Z,0,153680.0
590,6913,Marshall's Magic Barbarian,12,15,10,12,10,11,14,Folk Hero,Goliath,Barbarian,3,,Wizard,,4,,Handaxe/Handaxe/Javelin/Greataxe/Explorer's Pack,2018-06-29T15:37:47Z,0,0.0
591,6915,Galen Armande,18,16,11,14,10,10,18,Criminal / Spy,Genasi,Warlock,7,The Fiend,,,7,,Pact Weapon (Greataxe)/Leather/Spear/Dungeoneer's Pack,2018-06-29T15:37:47Z,34,26.0
592,6920,Karina,12,10,15,12,9,10,15,Noble,Elf,Warlock,4,,Rogue,,7,,,2018-06-29T15:37:47Z,0,0.0
593,6921,Zesty's Character,12,0,0,0,0,0,0,,Goliath,Bard,1,,,,1,,,2018-06-29T15:37:47Z,0,0.0
